Tarikh,Negeri,Kes Baharu,Kes Keseluruhan,Kematian Baharu,Kematian Keseluruhan,Populasi Dewasa,Peratus Populasi Dewasa,Menerima Dos Pertama,Menerima Dos Kedua,Kumpulan Keutamaan yang Berdaftar,Peratusan Vaksinasi %,Jumlah Belum Berdaftar
2020-06-15,Kelantan,0,156,0,3,,,,,,,
2020-06-15,Sabah,1,359,0,7,,,,,,,
2020-06-15,Sarawak,0,557,0,17,,,,,,,
2020-06-15,Kuala Lumpur,1,2415,0,25,,,,,,,
2020-06-15,Putrajaya,0,97,0,0,,,,,,,
2020-06-15,Labuan,0,17,0,0,,,,,,,
2020-06-16,Perlis,0,18,0,1,,,,,,,
2020-06-16,Kedah,0,96,0,1,,,,,,,
2020-06-16,Pulau Pinang,0,121,0,1,,,,,,,
2020-06-16,Perak,0,257,0,6,,,,,,,
2020-06-16,Selangor,1,1999,0,17,,,,,,,
2020-06-16,Negeri Sembilan,4,993,0,7,,,,,,,
2020-06-16,Melaka,0,255,0,5,,,,,,,
2020-06-16,Johor,1,684,0,20,,,,,,,
2020-06-16,Pahang,0,365,0,7,,,,,,,
2020-06-16,Terengganu,0,111,0,1,,,,,,,
2020-06-16,Kelantan,0,156,0,3,,,,,,,
2020-06-16,Sabah,0,359,0,7,,,,,,,
2020-06-16,Sarawak,3,560,0,17,,,,,,,
2020-06-16,Kuala Lumpur,2,2417,0,25,,,,,,,
2020-06-16,Putrajaya,0,97,0,0,,,,,,,
2020-06-16,Labuan,0,17,0,0,,,,,,,
2020-06-17,Perlis,0,18,0,1,,,,,,,
2020-06-17,Kedah,0,96,0,1,,,,,,,
2020-06-17,Pulau Pinang,0,121,0,1,,,,,,,
2020-06-17,Perak,0,257,0,6,,,,,,,
2020-06-17,Selangor,5,2004,0,17,,,,,,,
2020-06-17,Negeri Sembilan,1,994,0,7,,,,,,,
2020-06-17,Melaka,0,255,0,5,,,,,,,
2020-06-17,Johor,0,684,0,20,,,,,,,
2020-06-17,Pahang,0,365,0,7,,,,,,,
2020-06-17,Terengganu,0,111,0,1,,,,,,,
2020-06-17,Kelantan,0,156,0,3,,,,,,,
2020-06-17,Sabah,2,361,0,7,,,,,,,
2020-06-17,Sarawak,1,561,0,17,,,,,,,
2020-06-17,Kuala Lumpur,1,2418,0,25,,,,,,,
2020-06-17,Putrajaya,0,97,0,0,,,,,,,
2020-06-17,Labuan,0,17,0,0,,,,,,,
2020-06-18,Perlis,0,18,0,1,,,,,,,
2020-06-18,Kedah,0,96,0,1,,,,,,,
2020-06-18,Pulau Pinang,0,121,0,1,,,,,,,
2020-06-18,Perak,1,258,0,6,,,,,,,
2020-06-18,Selangor,2,2006,0,17,,,,,,,
2020-06-18,Negeri Sembilan,0,994,0,7,,,,,,,
2020-06-18,Melaka,0,255,0,5,,,,,,,
2020-06-18,Johor,2,686,0,20,,,,,,,
2020-06-18,Pahang,0,365,0,7,,,,,,,
2020-06-18,Terengganu,0,111,0,1,,,,,,,
2020-06-18,Kelantan,0,156,0,3,,,,,,,
2020-06-18,Sabah,1,362,0,7,,,,,,,
2020-06-18,Sarawak,4,565,0,17,,,,,,,
2020-06-18,Kuala Lumpur,4,2422,0,25,,,,,,,
2020-06-18,Putrajaya,0,97,0,0,,,,,,,
2020-06-18,Labuan,0,17,0,0,,,,,,,
2020-06-19,Perlis,0,18,0,1,,,,,,,
2020-06-19,Kedah,0,96,0,1,,,,,,,
2020-06-19,Pulau Pinang,0,121,0,1,,,,,,,
2020-06-19,Perak,0,258,0,6,,,,,,,
2020-06-19,Selangor,3,2009,0,17,,,,,,,
2020-06-19,Negeri Sembilan,1,995,0,7,,,,,,,
2020-06-19,Melaka,0,255,0,5,,,,,,,
2020-06-19,Johor,0,686,0,20,,,,,,,
2020-06-19,Pahang,0,365,0,7,,,,,,,
2020-06-19,Terengganu,0,111,0,1,,,,,,,
2020-06-19,Kelantan,0,156,0,3,,,,,,,
2020-06-19,Sabah,0,362,0,7,,,,,,,
2020-06-19,Sarawak,1,566,0,17,,,,,,,
2020-06-19,Kuala Lumpur,1,2423,0,25,,,,,,,
2020-06-19,Putrajaya,0,97,0,0,,,,,,,
2020-06-19,Labuan,0,17,0,0,,,,,,,
2020-06-20,Perlis,0,18,0,1,,,,,,,
2020-06-20,Kedah,0,96,0,1,,,,,,,
2020-06-20,Pulau Pinang,0,121,0,1,,,,,,,
2020-06-20,Perak,0,258,0,6,,,,,,,
2020-06-20,Selangor,12,2021,0,17,,,,,,,
2020-06-20,Negeri Sembilan,1,996,0,7,,,,,,,
2020-06-20,Melaka,0,255,0,5,,,,,,,
2020-06-20,Johor,0,686,0,20,,,,,,,
2020-06-20,Pahang,0,365,0,7,,,,,,,
2020-06-20,Terengganu,0,111,0,1,,,,,,,
2020-06-20,Kelantan,0,156,0,3,,,,,,,
2020-06-20,Sabah,1,363,0,7,,,,,,,
2020-06-20,Sarawak,0,566,0,17,,,,,,,
2020-06-20,Kuala Lumpur,7,2430,0,25,,,,,,,
2020-06-20,Putrajaya,0,97,0,0,,,,,,,
2020-06-20,Labuan,0,17,0,0,,,,,,,
2020-06-21,Perlis,0,18,0,1,,,,,,,
2020-06-21,Kedah,0,96,0,1,,,,,,,
2020-06-21,Pulau Pinang,0,121,0,1,,,,,,,
2020-06-21,Perak,0,258,0,6,,,,,,,
2020-06-21,Selangor,4,2025,0,17,,,,,,,
2020-06-21,Negeri Sembilan,6,1002,0,7,,,,,,,
2020-06-21,Melaka,1,256,0,5,,,,,,,
2020-06-21,Johor,1,687,0,20,,,,,,,
2020-06-21,Pahang,0,365,0,7,,,,,,,
2020-06-21,Terengganu,0,111,0,1,,,,,,,
2020-06-21,Kelantan,0,156,0,3,,,,,,,
2020-06-21,Sabah,1,364,0,7,,,,,,,
2020-06-21,Sarawak,3,569,0,17,,,,,,,
2020-06-21,Kuala Lumpur,0,2430,0,25,,,,,,,
2020-06-21,Putrajaya,0,97,0,0,,,,,,,
2020-06-21,Labuan,0,17,0,0,,,,,,,
2020-06-22,Perlis,0,18,0,1,,,,,,,
2020-06-22,Kedah,0,96,0,1,,,,,,,
2020-06-22,Pulau Pinang,0,121,0,1,,,,,,,
2020-06-22,Perak,0,258,0,6,,,,,,,
2020-06-22,Selangor,2,2027,0,17,,,,,,,
2020-06-22,Negeri Sembilan,12,1014,0,7,,,,,,,
2020-06-22,Melaka,0,256,0,5,,,,,,,
2020-06-22,Johor,1,688,0,20,,,,,,,
2020-06-22,Pahang,0,365,0,7,,,,,,,
2020-06-22,Terengganu,0,111,0,1,,,,,,,
2020-06-22,Kelantan,0,156,0,3,,,,,,,
2020-06-22,Sabah,0,364,0,7,,,,,,,
2020-06-22,Sarawak,0,569,0,17,,,,,,,
2020-06-22,Kuala Lumpur,0,2430,0,25,,,,,,,
2020-06-22,Putrajaya,0,97,0,0,,,,,,,
2020-06-22,Labuan,0,17,0,0,,,,,,,
2020-06-23,Perlis,0,18,0,1,,,,,,,
2020-06-23,Kedah,0,96,0,1,,,,,,,
2020-06-23,Pulau Pinang,0,121,0,1,,,,,,,
2020-06-23,Perak,0,258,0,6,,,,,,,
2020-06-23,Selangor,0,2027,0,17,,,,,,,
2020-06-23,Negeri Sembilan,1,1015,0,7,,,,,,,
2020-06-23,Melaka,0,256,0,5,,,,,,,
2020-06-23,Johor,0,688,0,20,,,,,,,
2020-06-23,Pahang,0,365,0,7,,,,,,,
2020-06-23,Terengganu,0,111,0,1,,,,,,,
2020-06-23,Kelantan,0,156,0,3,,,,,,,
2020-06-23,Sabah,2,366,0,7,,,,,,,
2020-06-23,Sarawak,0,569,0,17,,,,,,,
2020-06-23,Kuala Lumpur,0,2430,0,25,,,,,,,
2020-06-23,Putrajaya,0,97,0,0,,,,,,,
2020-06-23,Labuan,0,17,0,0,,,,,,,
2020-06-24,Perlis,0,18,0,1,,,,,,,
2020-06-24,Kedah,0,96,0,1,,,,,,,
2020-06-24,Pulau Pinang,0,121,0,1,,,,,,,
2020-06-24,Perak,0,258,0,6,,,,,,,
2020-06-24,Selangor,5,2032,0,17,,,,,,,
2020-06-24,Negeri Sembilan,0,1015,0,7,,,,,,,
2020-06-24,Melaka,0,256,0,5,,,,,,,
2020-06-24,Johor,0,688,0,20,,,,,,,
2020-06-24,Pahang,0,365,0,7,,,,,,,
2020-06-24,Terengganu,0,111,0,1,,,,,,,
2020-06-24,Kelantan,0,156,0,3,,,,,,,
2020-06-24,Sabah,0,366,0,7,,,,,,,
2020-06-24,Sarawak,1,570,0,17,,,,,,,
2020-06-24,Kuala Lumpur,0,2430,0,25,,,,,,,
2020-06-24,Putrajaya,0,97,0,0,,,,,,,
2020-06-24,Labuan,0,17,0,0,,,,,,,
2020-06-25,Perlis,0,18,0,1,,,,,,,
2020-06-25,Kedah,0,96,0,1,,,,,,,
2020-06-25,Pulau Pinang,0,121,0,1,,,,,,,
2020-06-25,Perak,0,258,0,6,,,,,,,
2020-06-25,Selangor,2,2034,0,17,,,,,,,
2020-06-25,Negeri Sembilan,0,1015,0,7,,,,,,,
2020-06-25,Melaka,0,256,0,5,,,,,,,
2020-06-25,Johor,1,689,0,20,,,,,,,
2020-06-25,Pahang,0,365,0,7,,,,,,,
2020-06-25,Terengganu,0,111,0,1,,,,,,,
2020-06-25,Kelantan,1,157,0,3,,,,,,,
2020-06-25,Sabah,0,366,0,7,,,,,,,
2020-06-25,Sarawak,0,570,0,17,,,,,,,
2020-06-25,Kuala Lumpur,0,2430,0,25,,,,,,,
2020-06-25,Putrajaya,0,97,0,0,,,,,,,
2020-06-25,Labuan,0,17,0,0,,,,,,,
2020-06-26,Perlis,0,18,0,1,,,,,,,
2020-06-26,Kedah,1,97,0,1,,,,,,,
2020-06-26,Pulau Pinang,0,121,0,1,,,,,,,
2020-06-26,Perak,0,258,0,6,,,,,,,
2020-06-26,Selangor,2,2036,0,17,,,,,,,
2020-06-26,Negeri Sembilan,0,1015,0,7,,,,,,,
2020-06-26,Melaka,0,256,0,5,,,,,,,
2020-06-26,Johor,2,691,0,20,,,,,,,
2020-06-26,Pahang,0,365,0,7,,,,,,,
2020-06-26,Terengganu,0,111,0,1,,,,,,,
2020-06-26,Kelantan,0,157,0,3,,,,,,,
2020-06-26,Sabah,0,366,0,7,,,,,,,
2020-06-26,Sarawak,0,570,0,17,,,,,,,
2020-06-26,Kuala Lumpur,1,2431,0,25,,,,,,,
2020-06-26,Putrajaya,0,97,0,0,,,,,,,
2020-06-26,Labuan,0,17,0,0,,,,,,,
2020-06-27,Perlis,0,18,0,1,,,,,,,
2020-06-27,Kedah,0,97,0,1,,,,,,,
2020-06-27,Pulau Pinang,0,121,0,1,,,,,,,
2020-06-27,Perak,0,258,0,6,,,,,,,
2020-06-27,Selangor,3,2039,0,17,,,,,,,
2020-06-27,Negeri Sembilan,1,1016,0,7,,,,,,,
2020-06-27,Melaka,0,256,0,5,,,,,,,
2020-06-27,Johor,0,691,0,20,,,,,,,
2020-06-27,Pahang,0,365,0,7,,,,,,,
2020-06-27,Terengganu,0,111,0,1,,,,,,,
2020-06-27,Kelantan,0,157,0,3,,,,,,,
2020-06-27,Sabah,2,368,0,7,,,,,,,
2020-06-27,Sarawak,0,570,0,17,,,,,,,
2020-06-27,Kuala Lumpur,4,2435,0,25,,,,,,,
2020-06-27,Putrajaya,0,97,0,0,,,,,,,
2020-06-27,Labuan,0,17,0,0,,,,,,,
2020-06-28,Perlis,0,18,0,1,,,,,,,
2020-06-28,Kedah,0,97,0,1,,,,,,,
2020-06-28,Pulau Pinang,0,121,0,1,,,,,,,
2020-06-28,Perak,0,258,0,6,,,,,,,
2020-06-28,Selangor,5,2044,0,17,,,,,,,
2020-06-28,Negeri Sembilan,9,1025,0,7,,,,,,,
2020-06-28,Melaka,0,256,0,5,,,,,,,
2020-06-28,Johor,0,691,0,20,,,,,,,
2020-06-28,Pahang,0,365,0,7,,,,,,,
2020-06-28,Terengganu,0,111,0,1,,,,,,,
2020-06-28,Kelantan,0,157,0,3,,,,,,,
2020-06-28,Sabah,2,370,0,7,,,,,,,
2020-06-28,Sarawak,1,571,0,17,,,,,,,
2020-06-28,Kuala Lumpur,1,2436,0,25,,,,,,,
2020-06-28,Putrajaya,0,97,0,0,,,,,,,
2020-06-28,Labuan,0,17,0,0,,,,,,,
2020-06-29,Perlis,0,18,0,1,,,,,,,
2020-06-29,Kedah,0,97,0,1,,,,,,,
2020-06-29,Pulau Pinang,0,121,0,1,,,,,,,
2020-06-29,Perak,0,258,0,6,,,,,,,
2020-06-29,Selangor,2,2046,0,17,,,,,,,
2020-06-29,Negeri Sembilan,0,1025,0,7,,,,,,,
2020-06-29,Melaka,0,256,0,5,,,,,,,
2020-06-29,Johor,0,691,0,20,,,,,,,
2020-06-29,Pahang,0,365,0,7,,,,,,,
2020-06-29,Terengganu,0,111,0,1,,,,,,,
2020-06-29,Kelantan,0,157,0,3,,,,,,,
2020-06-29,Sabah,1,371,0,7,,,,,,,
2020-06-29,Sarawak,0,571,0,17,,,,,,,
2020-06-29,Kuala Lumpur,0,2436,0,25,,,,,,,
2020-06-29,Putrajaya,0,97,0,0,,,,,,,
2020-06-29,Labuan,0,17,0,0,,,,,,,
2020-06-30,Perlis,0,18,0,1,,,,,,,
2020-06-30,Kedah,0,97,0,1,,,,,,,
2020-06-30,Pulau Pinang,0,121,0,1,,,,,,,
2020-06-30,Perak,0,258,0,6,,,,,,,
2020-06-30,Selangor,1,2047,0,17,,,,,,,
2020-06-30,Negeri Sembilan,0,1025,0,7,,,,,,,
2020-06-30,Melaka,0,256,0,5,,,,,,,
2020-06-30,Johor,0,691,0,20,,,,,,,
2020-06-30,Pahang,0,365,0,7,,,,,,,
2020-06-30,Terengganu,0,111,0,1,,,,,,,
2020-06-30,Kelantan,0,157,0,3,,,,,,,
2020-06-30,Sabah,1,372,0,7,,,,,,,
2020-06-30,Sarawak,0,571,0,17,,,,,,,
2020-06-30,Kuala Lumpur,0,2436,0,25,,,,,,,
2020-06-30,Putrajaya,0,97,0,0,,,,,,,
2020-06-30,Labuan,0,17,0,0,,,,,,,
2020-07-01,Perlis,0,18,0,1,,,,,,,
2020-07-01,Kedah,0,97,0,1,,,,,,,
2020-07-01,Pulau Pinang,0,121,0,1,,,,,,,
2020-07-01,Perak,0,258,0,6,,,,,,,
2020-07-01,Selangor,1,2048,0,17,,,,,,,
2020-07-01,Negeri Sembilan,0,1025,0,7,,,,,,,
2020-07-01,Melaka,0,256,0,5,,,,,,,
2020-07-01,Johor,0,691,0,20,,,,,,,
2020-07-01,Pahang,0,365,0,7,,,,,,,
2020-07-01,Terengganu,0,111,0,1,,,,,,,
2020-07-01,Kelantan,0,157,0,3,,,,,,,
2020-07-01,Sabah,0,372,0,7,,,,,,,
2020-07-01,Sarawak,0,571,0,17,,,,,,,
2020-07-01,Kuala Lumpur,0,2436,0,25,,,,,,,
2020-07-01,Putrajaya,0,97,0,0,,,,,,,
2020-07-01,Labuan,0,17,0,0,,,,,,,
2020-07-02,Perlis,0,18,0,1,,,,,,,
2020-07-02,Kedah,0,97,0,1,,,,,,,
2020-07-02,Pulau Pinang,0,121,0,1,,,,,,,
2020-07-02,Perak,0,258,0,6,,,,,,,
2020-07-02,Selangor,0,2048,0,17,,,,,,,
2020-07-02,Negeri Sembilan,0,1025,0,7,,,,,,,
2020-07-02,Melaka,0,256,0,5,,,,,,,
2020-07-02,Johor,1,692,0,20,,,,,,,
2020-07-02,Pahang,0,365,0,7,,,,,,,
2020-07-02,Terengganu,0,111,0,1,,,,,,,
2020-07-02,Kelantan,0,157,0,3,,,,,,,
2020-07-02,Sabah,1,373,0,7,,,,,,,
2020-07-02,Sarawak,0,571,0,17,,,,,,,
2020-07-02,Kuala Lumpur,1,2437,0,25,,,,,,,
2020-07-02,Putrajaya,0,97,0,0,,,,,,,
2020-07-02,Labuan,0,17,0,0,,,,,,,
2020-07-03,Perlis,0,18,0,1,,,,,,,
2020-07-03,Kedah,0,97,0,1,,,,,,,
2020-07-03,Pulau Pinang,0,121,0,1,,,,,,,
2020-07-03,Perak,0,258,0,6,,,,,,,
2020-07-03,Selangor,3,2051,0,17,,,,,,,
2020-07-03,Negeri Sembilan,0,1025,0,7,,,,,,,
2020-07-03,Melaka,0,256,0,5,,,,,,,
2020-07-03,Johor,0,692,0,20,,,,,,,
2020-07-03,Pahang,0,365,0,7,,,,,,,
2020-07-03,Terengganu,0,111,0,1,,,,,,,
2020-07-03,Kelantan,0,157,0,3,,,,,,,
2020-07-03,Sabah,2,375,0,7,,,,,,,
2020-07-03,Sarawak,0,571,0,17,,,,,,,
2020-07-03,Kuala Lumpur,0,2437,0,25,,,,,,,
2020-07-03,Putrajaya,0,97,0,0,,,,,,,
2020-07-03,Labuan,0,17,0,0,,,,,,,
2020-07-04,Perlis,0,18,0,1,,,,,,,
2020-07-04,Kedah,0,97,0,1,,,,,,,
2020-07-04,Pulau Pinang,0,121,0,1,,,,,,,
2020-07-04,Perak,0,258,0,6,,,,,,,
2020-07-04,Selangor,7,2058,0,17,,,,,,,
2020-07-04,Negeri Sembilan,1,1026,0,7,,,,,,,
2020-07-04,Melaka,0,256,0,5,,,,,,,
2020-07-04,Johor,0,692,0,20,,,,,,,
2020-07-04,Pahang,0,365,0,7,,,,,,,
2020-07-04,Terengganu,0,111,0,1,,,,,,,
2020-07-04,Kelantan,0,157,0,3,,,,,,,
2020-07-04,Sabah,1,376,0,7,,,,,,,
2020-07-04,Sarawak,0,571,0,17,,,,,,,
2020-07-04,Kuala Lumpur,1,2438,0,25,,,,,,,
2020-07-04,Putrajaya,0,97,0,0,,,,,,,
2020-07-04,Labuan,0,17,0,0,,,,,,,
2020-07-05,Perlis,0,18,0,1,,,,,,,
2020-07-05,Kedah,0,97,0,1,,,,,,,
2020-07-05,Pulau Pinang,0,121,0,1,,,,,,,
2020-07-05,Perak,0,258,0,6,,,,,,,
2020-07-05,Selangor,2,2060,0,17,,,,,,,
2020-07-05,Negeri Sembilan,1,1027,0,7,,,,,,,
2020-07-05,Melaka,0,256,0,5,,,,,,,
2020-07-05,Johor,0,692,0,20,,,,,,,
2020-07-05,Pahang,0,365,0,7,,,,,,,
2020-07-05,Terengganu,0,111,0,1,,,,,,,
2020-07-05,Kelantan,0,157,0,3,,,,,,,
2020-07-05,Sabah,2,378,0,7,,,,,,,
2020-07-05,Sarawak,0,571,0,17,,,,,,,
2020-07-05,Kuala Lumpur,0,2438,0,25,,,,,,,
2020-07-05,Putrajaya,0,97,0,0,,,,,,,
2020-07-05,Labuan,0,17,0,0,,,,,,,
2020-07-06,Perlis,0,18,0,1,,,,,,,
2020-07-06,Kedah,0,97,0,1,,,,,,,
2020-07-06,Pulau Pinang,0,121,0,1,,,,,,,
2020-07-06,Perak,0,258,0,6,,,,,,,
2020-07-06,Selangor,2,2062,0,17,,,,,,,
2020-07-06,Negeri Sembilan,0,1027,0,7,,,,,,,
2020-07-06,Melaka,0,256,0,5,,,,,,,
2020-07-06,Johor,1,693,0,20,,,,,,,
2020-07-06,Pahang,0,365,0,7,,,,,,,
2020-07-06,Terengganu,0,111,0,1,,,,,,,
2020-07-06,Kelantan,0,157,0,3,,,,,,,
2020-07-06,Sabah,0,378,0,7,,,,,,,
2020-07-06,Sarawak,1,572,0,17,,,,,,,
2020-07-06,Kuala Lumpur,1,2439,0,25,,,,,,,
2020-07-06,Putrajaya,0,97,0,0,,,,,,,
2020-07-06,Labuan,0,17,0,0,,,,,,,
2020-07-07,Perlis,0,18,0,1,,,,,,,
2020-07-07,Kedah,0,97,0,1,,,,,,,
2020-07-07,Pulau Pinang,0,121,0,1,,,,,,,
2020-07-07,Perak,0,258,0,6,,,,,,,
2020-07-07,Selangor,3,2065,0,17,,,,,,,
2020-07-07,Negeri Sembilan,0,1027,0,7,,,,,,,
2020-07-07,Melaka,0,256,0,5,,,,,,,
2020-07-07,Johor,1,694,0,20,,,,,,,
2020-07-07,Pahang,0,365,0,7,,,,,,,
2020-07-07,Terengganu,0,111,0,1,,,,,,,
2020-07-07,Kelantan,0,157,0,3,,,,,,,
2020-07-07,Sabah,0,378,0,7,,,,,,,
2020-07-07,Sarawak,0,572,0,17,,,,,,,
2020-07-07,Kuala Lumpur,2,2441,0,25,,,,,,,
2020-07-07,Putrajaya,0,97,0,0,,,,,,,
2020-07-07,Labuan,0,17,0,0,,,,,,,
2020-07-08,Perlis,0,18,0,1,,,,,,,
2020-07-08,Kedah,0,97,0,1,,,,,,,
2020-07-08,Pulau Pinang,0,121,0,1,,,,,,,
2020-07-08,Perak,0,258,0,6,,,,,,,
2020-07-08,Selangor,1,2066,0,17,,,,,,,
2020-07-08,Negeri Sembilan,0,1027,0,7,,,,,,,
2020-07-08,Melaka,0,256,0,5,,,,,,,
2020-07-08,Johor,0,694,0,20,,,,,,,
2020-07-08,Pahang,0,365,0,7,,,,,,,
2020-07-08,Terengganu,0,111,0,1,,,,,,,
2020-07-08,Kelantan,0,157,0,3,,,,,,,
2020-07-08,Sabah,0,378,0,7,,,,,,,
2020-07-08,Sarawak,1,573,0,17,,,,,,,
2020-07-08,Kuala Lumpur,1,2442,0,25,,,,,,,
2020-07-08,Putrajaya,0,97,0,0,,,,,,,
2020-07-08,Labuan,0,17,0,0,,,,,,,
2020-07-09,Perlis,0,18,0,1,,,,,,,
2020-07-09,Kedah,0,97,0,1,,,,,,,
2020-07-09,Pulau Pinang,0,121,0,1,,,,,,,
2020-07-09,Perak,0,258,0,6,,,,,,,
2020-07-09,Selangor,4,2070,0,17,,,,,,,
2020-07-09,Negeri Sembilan,0,1027,0,7,,,,,,,
2020-07-09,Melaka,0,256,0,5,,,,,,,
2020-07-09,Johor,2,696,0,20,,,,,,,
2020-07-09,Pahang,0,365,0,7,,,,,,,
2020-07-09,Terengganu,0,111,0,1,,,,,,,
2020-07-09,Kelantan,0,157,0,3,,,,,,,
2020-07-09,Sabah,0,378,0,7,,,,,,,
2020-07-09,Sarawak,0,573,0,17,,,,,,,
2020-07-09,Kuala Lumpur,0,2442,0,25,,,,,,,
2020-07-09,Putrajaya,0,97,0,0,,,,,,,
2020-07-09,Labuan,0,17,0,0,,,,,,,
2020-07-10,Perlis,0,18,0,1,,,,,,,
2020-07-10,Kedah,1,98,0,1,,,,,,,
2020-07-10,Pulau Pinang,0,121,0,1,,,,,,,
2020-07-10,Perak,0,258,0,6,,,,,,,
2020-07-10,Selangor,6,2076,0,17,,,,,,,
2020-07-10,Negeri Sembilan,0,1027,0,7,,,,,,,
2020-07-10,Melaka,0,256,0,5,,,,,,,
2020-07-10,Johor,1,697,0,20,,,,,,,
2020-07-10,Pahang,0,365,0,7,,,,,,,
2020-07-10,Terengganu,0,111,0,1,,,,,,,
2020-07-10,Kelantan,0,157,0,3,,,,,,,
2020-07-10,Sabah,0,378,0,7,,,,,,,
2020-07-10,Sarawak,2,575,0,17,,,,,,,
2020-07-10,Kuala Lumpur,3,2445,0,25,,,,,,,
2020-07-10,Putrajaya,0,97,0,0,,,,,,,
2020-07-10,Labuan,0,17,0,0,,,,,,,
2020-07-11,Perlis,0,18,0,1,,,,,,,
2020-07-11,Kedah,0,98,0,1,,,,,,,
2020-07-11,Pulau Pinang,0,121,0,1,,,,,,,
2020-07-11,Perak,0,258,0,6,,,,,,,
2020-07-11,Selangor,3,2079,0,17,,,,,,,
2020-07-11,Negeri Sembilan,0,1027,0,7,,,,,,,
2020-07-11,Melaka,0,256,0,5,,,,,,,
2020-07-11,Johor,2,699,0,20,,,,,,,
2020-07-11,Pahang,0,365,0,7,,,,,,,
2020-07-11,Terengganu,0,111,0,1,,,,,,,
2020-07-11,Kelantan,0,157,0,3,,,,,,,
2020-07-11,Sabah,1,379,0,7,,,,,,,
2020-07-11,Sarawak,2,577,1,18,,,,,,,
2020-07-11,Kuala Lumpur,0,2445,0,25,,,,,,,
2020-07-11,Putrajaya,0,97,0,0,,,,,,,
2020-07-11,Labuan,0,17,0,0,,,,,,,
2020-07-12,Perlis,0,18,0,1,,,,,,,
2020-07-12,Kedah,0,98,0,1,,,,,,,
2020-07-12,Pulau Pinang,0,121,0,1,,,,,,,
2020-07-12,Perak,0,258,0,6,,,,,,,
2020-07-12,Selangor,9,2088,0,17,,,,,,,
2020-07-12,Negeri Sembilan,0,1027,0,7,,,,,,,
2020-07-12,Melaka,1,257,0,5,,,,,,,
2020-07-12,Johor,0,699,0,20,,,,,,,
2020-07-12,Pahang,0,365,0,7,,,,,,,
2020-07-12,Terengganu,0,111,0,1,,,,,,,
2020-07-12,Kelantan,0,157,0,3,,,,,,,
2020-07-12,Sabah,1,380,0,7,,,,,,,
2020-07-12,Sarawak,2,579,0,18,,,,,,,
2020-07-12,Kuala Lumpur,0,2445,0,25,,,,,,,
2020-07-12,Putrajaya,1,98,0,0,,,,,,,
2020-07-12,Labuan,0,17,0,0,,,,,,,
2020-07-13,Perlis,0,18,0,1,,,,,,,
2020-07-13,Kedah,1,99,0,1,,,,,,,
2020-07-13,Pulau Pinang,0,121,0,1,,,,,,,
2020-07-13,Perak,0,258,0,6,,,,,,,
2020-07-13,Selangor,4,2092,0,17,,,,,,,
2020-07-13,Negeri Sembilan,0,1027,0,7,,,,,,,
2020-07-13,Melaka,1,258,0,5,,,,,,,
2020-07-13,Johor,0,699,0,20,,,,,,,
2020-07-13,Pahang,0,365,0,7,,,,,,,
2020-07-13,Terengganu,0,111,0,1,,,,,,,
2020-07-13,Kelantan,0,157,0,3,,,,,,,
2020-07-13,Sabah,0,380,0,7,,,,,,,
2020-07-13,Sarawak,1,580,0,18,,,,,,,
2020-07-13,Kuala Lumpur,0,2445,0,25,,,,,,,
2020-07-13,Putrajaya,0,98,0,0,,,,,,,
2020-07-13,Labuan,0,17,0,0,,,,,,,
2020-07-14,Perlis,0,18,0,1,,,,,,,
2020-07-14,Kedah,0,99,0,1,,,,,,,
2020-07-14,Pulau Pinang,0,121,0,1,,,,,,,
2020-07-14,Perak,0,258,0,6,,,,,,,
2020-07-14,Selangor,1,2093,0,17,,,,,,,
2020-07-14,Negeri Sembilan,0,1027,0,7,,,,,,,
2020-07-14,Melaka,0,258,0,5,,,,,,,
2020-07-14,Johor,2,701,0,20,,,,,,,
2020-07-14,Pahang,0,365,0,7,,,,,,,
2020-07-14,Terengganu,0,111,0,1,,,,,,,
2020-07-14,Kelantan,0,157,0,3,,,,,,,
2020-07-14,Sabah,0,380,0,7,,,,,,,
2020-07-14,Sarawak,0,580,0,18,,,,,,,
2020-07-14,Kuala Lumpur,1,2446,0,25,,,,,,,
2020-07-14,Putrajaya,0,98,0,0,,,,,,,
2020-07-14,Labuan,0,17,0,0,,,,,,,
2020-07-15,Perlis,0,18,0,1,,,,,,,
2020-07-15,Kedah,0,99,0,1,,,,,,,
2020-07-15,Pulau Pinang,0,121,0,1,,,,,,,
2020-07-15,Perak,0,258,0,6,,,,,,,
2020-07-15,Selangor,1,2094,0,17,,,,,,,
2020-07-15,Negeri Sembilan,0,1027,0,7,,,,,,,
2020-07-15,Melaka,0,258,0,5,,,,,,,
2020-07-15,Johor,0,701,0,20,,,,,,,
2020-07-15,Pahang,0,365,0,7,,,,,,,
2020-07-15,Terengganu,0,111,0,1,,,,,,,
2020-07-15,Kelantan,0,157,0,3,,,,,,,
2020-07-15,Sabah,0,380,0,7,,,,,,,
2020-07-15,Sarawak,3,583,0,18,,,,,,,
2020-07-15,Kuala Lumpur,1,2447,0,25,,,,,,,
2020-07-15,Putrajaya,0,98,0,0,,,,,,,
2020-07-15,Labuan,0,17,0,0,,,,,,,
2020-07-16,Perlis,0,18,0,1,,,,,,,
2020-07-16,Kedah,0,99,0,1,,,,,,,
2020-07-16,Pulau Pinang,0,121,0,1,,,,,,,
2020-07-16,Perak,0,258,0,6,,,,,,,
